nodename	dN	dS	id
AFR_MIM	0.00468	0.060245	x_100_84
TENT	0.001057	0.006771	x_100_84
DUM	0.001396	0.007091	x_100_84
TENT_DUM	0.005065	0.049561	x_100_84
BI	0.001271	0.009883	x_100_84
PAC	0.00012	0.002414	x_100_84
SARA	0.00078	0.00481	x_100_84
PAC_SARA	0.000456	0.005679	x_100_84
BI_PAC_SARA	0.003122	0.043461	x_100_84
TENT_DUM_BI_PAC_SARA	0.001173	0.01498	x_100_84
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_84
LIN	0.01497	0.135719	x_100_85
AFR	0.000889	0.006678	x_100_85
MIM	0.001485	0.007165	x_100_85
AFR_MIM	0.005236	0.061988	x_100_85
TENT	0.001248	0.007263	x_100_85
DUM	0.001427	0.007468	x_100_85
TENT_DUM	0.006289	0.052684	x_100_85
BI	0.001639	0.009956	x_100_85
PAC	0.000302	0.003861	x_100_85
SARA	0.000979	0.007523	x_100_85
PAC_SARA	0.000772	0.007002	x_100_85
BI_PAC_SARA	0.004424	0.046597	x_100_85
TENT_DUM_BI_PAC_SARA	0.001517	0.016028	x_100_85
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_85
LIN	0.012894	0.131652	x_100_86
AFR	0.00061	0.005454	x_100_86
MIM	0.001544	0.006658	x_100_86
AFR_MIM	0.005102	0.06048	x_100_86
TENT	0.001649	0.008131	x_100_86
DUM	0.001432	0.006541	x_100_86
TENT_DUM	0.005487	0.049059	x_100_86
BI	0.001497	0.010844	x_100_86
PAC	0.000173	0.003459	x_100_86
SARA	0.00094	0.007215	x_100_86
PAC_SARA	0.000499	0.005096	x_100_86
BI_PAC_SARA	0.004003	0.04393	x_100_86
TENT_DUM_BI_PAC_SARA	0.001435	0.016845	x_100_86
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_86
LIN	0.016329	0.141479	x_100_87
AFR	0.001013	0.006324	x_100_87
MIM	0.001224	0.007092	x_100_87
AFR_MIM	0.006497	0.063058	x_100_87
TENT	0.001439	0.005959	x_100_87
DUM	0.001469	0.007217	x_100_87
TENT_DUM	0.006352	0.051456	x_100_87
BI	0.00166	0.011623	x_100_87
PAC	0.000303	0.002775	x_100_87
SARA	0.000889	0.006563	x_100_87
PAC_SARA	0.000721	0.006244	x_100_87
BI_PAC_SARA	0.004368	0.045494	x_100_87
TENT_DUM_BI_PAC_SARA	0.001741	0.015896	x_100_87
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_87
LIN	0.015677	0.135409	x_100_88
AFR	0.000955	0.006386	x_100_88
MIM	0.001259	0.005495	x_100_88
AFR_MIM	0.006317	0.059307	x_100_88
TENT	0.001485	0.007113	x_100_88
DUM	0.001714	0.006651	x_100_88
TENT_DUM	0.006496	0.049853	x_100_88
BI	0.00183	0.011287	x_100_88
PAC	0.000237	0.003627	x_100_88
SARA	0.001115	0.00726	x_100_88
PAC_SARA	0.000684	0.005909	x_100_88
BI_PAC_SARA	0.004724	0.04682	x_100_88
TENT_DUM_BI_PAC_SARA	0.002021	0.015129	x_100_88
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_88
LIN	0.01378	0.12905	x_100_89
AFR	0.000875	0.005244	x_100_89
MIM	0.001396	0.007183	x_100_89
AFR_MIM	0.005249	0.058203	x_100_89
TENT	0.001029	0.006547	x_100_89
DUM	0.001407	0.006832	x_100_89
TENT_DUM	0.005616	0.049072	x_100_89
BI	0.00151	0.008629	x_100_89
PAC	0.000204	0.003106	x_100_89
SARA	0.000852	0.006274	x_100_89
PAC_SARA	0.000671	0.006284	x_100_89
BI_PAC_SARA	0.003812	0.044605	x_100_89
TENT_DUM_BI_PAC_SARA	0.001838	0.016158	x_100_89
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_89
LIN	0.015651	0.132043	x_100_8
AFR	0.000652	0.005259	x_100_8
MIM	0.001046	0.006412	x_100_8
AFR_MIM	0.005541	0.061248	x_100_8
TENT	0.001508	0.006884	x_100_8
DUM	0.001675	0.007432	x_100_8
TENT_DUM	0.005904	0.049617	x_100_8
BI	0.001844	0.009993	x_100_8
PAC	0.000222	0.002398	x_100_8
SARA	0.001102	0.006016	x_100_8
PAC_SARA	0.000881	0.007436	x_100_8
BI_PAC_SARA	0.003826	0.045316	x_100_8
TENT_DUM_BI_PAC_SARA	0.001774	0.014999	x_100_8
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_8
LIN	0.015509	0.127678	x_100_90
AFR	0.000758	0.005476	x_100_90
MIM	0.001441	0.006053	x_100_90
AFR_MIM	0.006076	0.062213	x_100_90
TENT	0.001558	0.007179	x_100_90
DUM	0.001694	0.006039	x_100_90
TENT_DUM	0.006589	0.049036	x_100_90
BI	0.001617	0.010372	x_100_90
PAC	0.000281	0.003113	x_100_90
SARA	0.000971	0.006538	x_100_90
PAC_SARA	0.000783	0.006447	x_100_90
BI_PAC_SARA	0.003894	0.043771	x_100_90
TENT_DUM_BI_PAC_SARA	0.001706	0.017717	x_100_90
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_90
LIN	0.011881	0.137491	x_100_91
AFR	0.000884	0.006655	x_100_91
MIM	0.001048	0.006954	x_100_91
AFR_MIM	0.004968	0.061091	x_100_91
TENT	0.001108	0.00789	x_100_91
DUM	0.001276	0.007697	x_100_91
TENT_DUM	0.004897	0.05348	x_100_91
BI	0.00156	0.010298	x_100_91
PAC	0.000153	0.00216	x_100_91
SARA	0.000861	0.00586	x_100_91
PAC_SARA	0.000684	0.007911	x_100_91
BI_PAC_SARA	0.003605	0.049002	x_100_91
TENT_DUM_BI_PAC_SARA	0.001538	0.015841	x_100_91
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_91
LIN	0.011459	0.132147	x_100_92
AFR	0.000634	0.005948	x_100_92
MIM	0.001438	0.006882	x_100_92
AFR_MIM	0.00447	0.063708	x_100_92
TENT	0.001095	0.006272	x_100_92
DUM	0.00113	0.005966	x_100_92
TENT_DUM	0.005116	0.050839	x_100_92
BI	0.001184	0.009258	x_100_92
PAC	0.000136	0.002945	x_100_92
SARA	0.00072	0.006882	x_100_92
PAC_SARA	0.000597	0.006887	x_100_92
BI_PAC_SARA	0.003118	0.045989	x_100_92
TENT_DUM_BI_PAC_SARA	0.001502	0.015136	x_100_92
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_92
LIN	0.013964	0.142297	x_100_93
AFR	0.000772	0.006063	x_100_93
MIM	0.00126	0.007311	x_100_93
AFR_MIM	0.005596	0.064592	x_100_93
TENT	0.00132	0.006848	x_100_93
DUM	0.001429	0.00716	x_100_93
TENT_DUM	0.005553	0.054335	x_100_93
BI	0.001282	0.009458	x_100_93
PAC	0.000251	0.003162	x_100_93
SARA	0.000843	0.007147	x_100_93
PAC_SARA	0.000731	0.007452	x_100_93
BI_PAC_SARA	0.003833	0.047068	x_100_93
TENT_DUM_BI_PAC_SARA	0.001796	0.016351	x_100_93
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_93
LIN	0.013153	0.136915	x_100_94
AFR	0.000917	0.006219	x_100_94
MIM	0.00127	0.007132	x_100_94
AFR_MIM	0.005769	0.061821	x_100_94
TENT	0.001599	0.007312	x_100_94
DUM	0.00151	0.006908	x_100_94
TENT_DUM	0.005354	0.052162	x_100_94
BI	0.001826	0.010498	x_100_94
PAC	0.000308	0.003389	x_100_94
SARA	0.001165	0.005796	x_100_94
PAC_SARA	0.000738	0.007685	x_100_94
BI_PAC_SARA	0.003982	0.044965	x_100_94
TENT_DUM_BI_PAC_SARA	0.001763	0.017977	x_100_94
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_94
LIN	0.011708	0.125614	x_100_95
AFR	0.000597	0.005948	x_100_95
MIM	0.001654	0.006887	x_100_95
AFR_MIM	0.004096	0.061133	x_100_95
TENT	0.001369	0.007296	x_100_95
DUM	0.001713	0.006516	x_100_95
TENT_DUM	0.005127	0.050733	x_100_95
BI	0.001325	0.01062	x_100_95
PAC	0.000182	0.002288	x_100_95
SARA	0.000886	0.005857	x_100_95
PAC_SARA	0.00067	0.007187	x_100_95
BI_PAC_SARA	0.003192	0.044022	x_100_95
TENT_DUM_BI_PAC_SARA	0.001275	0.015199	x_100_95
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_95
LIN	0.012532	0.131489	x_100_96
AFR	0.000788	0.00585	x_100_96
MIM	0.001537	0.006549	x_100_96
AFR_MIM	0.005173	0.059895	x_100_96
TENT	0.001096	0.006495	x_100_96
DUM	0.001197	0.006494	x_100_96
TENT_DUM	0.005253	0.050825	x_100_96
BI	0.001203	0.010286	x_100_96
PAC	0.000185	0.00282	x_100_96
SARA	0.000999	0.006861	x_100_96
PAC_SARA	0.000574	0.00602	x_100_96
BI_PAC_SARA	0.003246	0.043614	x_100_96
TENT_DUM_BI_PAC_SARA	0.00156	0.014417	x_100_96
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_96
LIN	0.012807	0.128149	x_100_97
AFR	0.000833	0.006058	x_100_97
MIM	0.001132	0.006264	x_100_97
AFR_MIM	0.005132	0.055178	x_100_97
TENT	0.001515	0.006964	x_100_97
DUM	0.001811	0.007142	x_100_97
TENT_DUM	0.00504	0.048807	x_100_97
BI	0.001511	0.010942	x_100_97
PAC	0.000191	0.002736	x_100_97
SARA	0.00101	0.005731	x_100_97
PAC_SARA	0.000577	0.005771	x_100_97
BI_PAC_SARA	0.003451	0.041407	x_100_97
TENT_DUM_BI_PAC_SARA	0.001599	0.016023	x_100_97
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_97
LIN	0.014093	0.140904	x_100_98
AFR	0.000625	0.006458	x_100_98
MIM	0.001089	0.006742	x_100_98
AFR_MIM	0.005019	0.062276	x_100_98
TENT	0.001183	0.006755	x_100_98
DUM	0.001509	0.007106	x_100_98
TENT_DUM	0.005624	0.052172	x_100_98
BI	0.001277	0.009551	x_100_98
PAC	0.000198	0.002567	x_100_98
SARA	0.000868	0.005829	x_100_98
PAC_SARA	0.000651	0.006508	x_100_98
BI_PAC_SARA	0.003251	0.044378	x_100_98
TENT_DUM_BI_PAC_SARA	0.001378	0.015618	x_100_98
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_98
LIN	0.012982	0.135665	x_100_99
AFR	0.000709	0.006412	x_100_99
MIM	0.001192	0.006597	x_100_99
AFR_MIM	0.005222	0.062995	x_100_99
TENT	0.001089	0.006794	x_100_99
DUM	0.001715	0.007132	x_100_99
TENT_DUM	0.00563	0.051966	x_100_99
BI	0.001394	0.010597	x_100_99
PAC	0.000262	0.003625	x_100_99
SARA	0.000965	0.007425	x_100_99
PAC_SARA	0.000607	0.006346	x_100_99
BI_PAC_SARA	0.003573	0.045019	x_100_99
TENT_DUM_BI_PAC_SARA	0.001747	0.015108	x_100_99
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_99
LIN	0.01244	0.130074	x_100_9
AFR	0.000748	0.005841	x_100_9
MIM	0.001172	0.007488	x_100_9
AFR_MIM	0.005019	0.059814	x_100_9
TENT	0.00136	0.006328	x_100_9
DUM	0.001433	0.005978	x_100_9
TENT_DUM	0.005076	0.04928	x_100_9
BI	0.001449	0.010473	x_100_9
PAC	0.000234	0.003189	x_100_9
SARA	0.000846	0.006129	x_100_9
PAC_SARA	0.000709	0.00741	x_100_9
BI_PAC_SARA	0.003611	0.045711	x_100_9
TENT_DUM_BI_PAC_SARA	0.00124	0.016582	x_100_9
LIN_AFR_MIM_TENT_DUM_BI_PAC_SARA	0.0	0.0	x_100_9
